isbn13;titre;auteur;editeur;date;langue;prix
9782012444409;Châteaux de la Loire;Pierre Josse,Philippe Gloaguen,Olivier Page;"Hachette Tourisme; édition 2009";7 janvier 2009;Français;8.81
9782091883984;ANNALES BAC 2012 FRANCAIS 1ERE;ANNE CASSOU-NOGUES,MARIE-AUDE DE LANGENHAGEN;"Nathan; édition 2012";1 septembre 2011;Français;1.26
9782761909587;La force intérieure;Jack Ensign Addington;Les Editions de l'Homme;7 janvier 1992;Français;15.75
9782704005826;Pneumokinesitherapie;Barthe J;Doin;1 décembre 1998;Français;24.99
9782753805910;L'extraordinaire histoire de la Normandie;Jacqueline Monsigny;Alphée;10 juin 2010;Français;7.61
9782800657677;Souvenirs de petites filles;George Sand,Sophie de Ségur;Hemma;2000;Français;3.06
9782845265738;Les Fêtes Populaires;Karine Delobbe,Bernard Nicolas;Mango - PEMF;17 juin 2005;Français;4.94
9782070339556;Le judéo-christianisme;Javier Teixidor;Folio;31 août 2006;Anglais, Français;8.80
9782843900495;Le Secret de Fifaro l'organiste;Sourine;Le Sablier;31 août 2002;Français;9.52
9782825411681;Not Angels but Agencies: The Ecumenical Response to Poverty-A Primer;Michael Taylor;World Council of Churches;janvier 1995;Anglais;4.98
9782747584173;La Loi constructale;Sylvie Lorente,Adrian Bejan;Editions L'Harmattan;1 mai 2005;Français;16.18
9782130425991;Autisme et psychoses de l'enfant : Les points de vue actuels;Serge Lebovici,Philippe Mazet;Presses Universitaires de France - PUF;1 février 1990;Français;21.03
9782827103966;Machiavel: Biographie politique;Ernest Weibel;Pu Fribourg;1 juillet 1998;Français;24.99
9782859563615;Conduite à gauche;Hervé Claude;"Ramsay; RAMSAY";22 mars 1984;Français;1.49
9782845867796;La Révolution haïtienne au-delà de ses frontières;Giulia Bonacci,Dimitri Béchacq,Pascale Berloquin-Chassany;Karthala;1 juin 2006;Français;24.00
9782908929942;Hors saison;Sylvain Coher;"joca seria; 1";6 mai 2003;Français;14.20
9782080136558;The book of flowers;Catherine Donzel;"Flammarion; Illustrated edition";Illustré, 6 août 1998;Anglais;12.75
9782878580792;Préfère l'impair;Habib;Viviane Hamy;30 septembre 1996;Français;20.50
9782081213753;A la vapeur;Faïza Mebazaa,Alain Caste;Flammarion;16 avril 2008;Français;15.50
9782080684264;Etemenanki;Patrick Banon;Flammarion;20 mai 2003;Français;20.30
9782864770510;L'afrique malade du management;Henri Bourgoin;"Jean Picollec; Jean Picollec";1984;Français;24.32
9782203109124;La leçon de dessin;Wilhelm Schlote;Casterman;4 mai 1993;Français;7.50
9782850763243;L'église romane, lieu d'énergie : pour une géobiologie du sacré;Bonvin;Dervy;1 janvier 1990;Français;15.99
9782879296746;L'Évasion;Adam Thirlwell;L'Olivier;7 janvier 2010;Français;22.30
9782350741222;La souplesse du dragon : Repères et références pour une histoire du théâtre acrobatique en Chine;Pascal Jacob;Magellan et Cie;23 septembre 2008;Français;5.95
9782702852873;L'enfant au chat;Torey L. Hayden,Régina Langer;Le Grand book du mois;2000;Français;5.21
9782710367581;Je ne suis pas là (Tome 3);Olivier Barrot;La Table Ronde;5 avril 2012;Français;8.70
9782070501632;L'ami retrouvé;Fred Uhlman;Editions Gallimard;4 octobre 1983;Français;1.86
9782283585597;Pêle-mêle et range-barrettes;Valérie Duclos;Le Temps Apprivoisé - LTA;1 octobre 2003;Français;4.75
9782734202509;C'est pour comprendre un peu plus;R Meyer;INRP;10 octobre 1996;Français;5.00
9782853853019;Anorexie mon amour;Jackie SINCLAIR;heures de France;18 juin 2007;Français;19.00
9782211025379;Et Dieu dans tout ça ?;Marie Desplechin;L'Ecole des loisirs;15 septembre 1994;Français;6.60
9782868290502;L'Islamisme dans tous ses états;Mohammed Harbi;Arcantères;1 janvier 1999;Français;205.99
9782221028872;INSTITUTRICE;MARIE MEDELAINE LELOUP;ROBERT LAFFONT;21 février 1992;Français;5.50
9782747026222;1001 idees pour vivre en chretien toute l'année;Anne Gravier,Karine Bernadou,Marion Billet;Bayard Jeunesse;7 mai 2010;Français;16.62
9782265044432;Rollmops dream;Pelot Pierre;Fleuve noir;1 février 1991;Français;0.99
9782867460203;42, rue Saint-Sauveur;Grimaud Michel,Inconnu;"Liana Levi; LIANA LEVI";1986;Français;1.79
9782247066049;Le singulier en droit du travail - 1ère édition;Jean-Marc Béraud,Antoine Jeammaud;Dalloz;1 août 2006;Français;55.00
9782207251577;Le drame de la déco;Jean-Philippe Delhomme;Denoël;3 novembre 2000;Français;19.35
9782801114216;Richesses du français et géographie linguistique : Volume 2;André Thibault;"DUCULOT; Première édition";22 décembre 2008;Français;54.90
9782746921665;Petit Futé Gironde;Petit Futé;Petit Futé;23 avril 2008;Français;2.99
9782215040699;Invités à partager la vie du Peuple de Dieu, CE2 (Enfant);A.C.E.D.;Fleurus;17 novembre 1993;Français;0.90
9782844276100;Vidéo numérique poche pour les Nuls;M. Doucette;"First Interactive; 3e";5 mai 2004;Français;8.17
9782035055156;L'art au XIXe siècle;Nicole Tuffelli;Larousse;30 septembre 1999;Français;6.10
9782848050980;Le minotaure 504 : Nouvelles;Kamel Daoud;Sabine Wespieser;5 mai 2011;Français;13.20
9782845868762;Une aventure en microfinance : Amret au Cambodge;Pierre Daubert;Karthala;1 avril 2007;Français;25.00
9782845869059;Cahiers des Anneaux de la Mémoire N-07. Haïti dans le monde;Association Les Anneaux de la Mémoire;Karthala;1 janvier 2005;Français;25.00
9782711204175;Deux dans la ville;Burt YOUNG;"Trévise; TREVISE";1980;Français;1.31
9782916499376;Absences;Pourtau Corine;D un Noir si Bleu;7 septembre 2009;Français;16.00
9782842637293;Hôtel de la solitude;René Laporte,François Ouellet;Le Dilettante;27 avril 2012;Français;15.00
9782290008799;Les soeurs Merridew, Tome 4 : Baisers parfaits;Anne Gracie,Daniel Garcia;J'ai lu;3 octobre 2008;Français;4.99
9782266052313;La vie après la mort ?;Nils O'jacobson;"Presses Pocket; Ed. rev. et mise à jour en 1977";26 juillet 1999;Français;0.90
9782738422972;Encrier des esperances;Alain Bellet;L'Harmattan;15 décembre 1993;Français;12.70
9782228897938;Le Modèle suédois : Santé, Services publics, Environnement, ce qui attend les Français;Magnus Falkehed;Payot;17 octobre 2003;Français;6.98
9782012092341;Tarzan le terrible;Edgar Rice Burroughs;Hachette;1 décembre 1996;Français;1.95
9782913322684;Tensions et conflits autour des chemins de fer britanniques au 20e siècle;Marc Nussbaumer;Presses universitaires franc-comtoises;2000;Français;27.00
9782070700912;Malédiction éternelle à qui lira ces pages;Manuel Puig,Albert Bensoussan;"Gallimard; Du monde entier";23 octobre 1984;Français;14.70
9782268008905;Le corsaire du Roi-Soleil;Jean-François Doublet,Yvon Le Cozannet,Gérard Ducable;Editions du Rocher;1 mars 1990;Français;18.99
9782878679366;CROISIERE AU BOUT DE MES REVES;De Chabanon Christian;Les Presses du Midi;20 avril 2008;Français;5.00
9782503511917;Les comptes sur tablettes de cire de Jean Sarrazin, chambellan de Saint-Louis;Elisabeth Lalou,Philippe Contamine;"Brepols; 01";1 janvier 2003;Français;333.60
9782100066742;Management de la maintenance;Guignet;Dunod;1 septembre 2002;Français;24.65
9782020585361;La Vie devant ses yeux;Laura Kasischke,Anne Wicke;Seuil;14 mai 2003;Français;0.98
9782275026626;La décentralisation depuis 1945;Robert Delbo,Delphine Defrain-deodato,Florence Godet;LGDJ;1 juin 2005;Français;9.65
9782253137207;Le dandy de grand chemin;Jean-Edern Hallier;LGF;30 août 1997;Français;3.89
9782259020992;IAD - PAUL CELAN;ISRAEL CHALFEN,JEAN-BAPTISTE SCHERRER;PLON;1 juin 1989;Français;21.00
9782856162538;Roman n02;collectif;Presses de la Renaissance;1 février 1993;Français;1.15
9782350130989;A demain matin;Jean-Marc Majeau;Jean-Claude Gawsewitch;7 juin 2007;Français;3.99
9782705660154;Lettres d'amour;George Sand,Alfred de Musset,Françoise Sagan;Hermann;27 juin 1996;Français;16.00
9782207248614;La mise à nu des époux Ransome;Alan Benett;Denoël;1998;Français;2.34
9782207280874;Oppositions a franco;S. Vilar;Denoël;29 décembre 1981;Français;7.90
9782916340548;Echec et mat : de l'initiation à la maîtrise;Frank Lohéac- Ammoun;"Olibris; 1";6 mai 2011;Français;33.00
9782263001147;Le Livre d'or des circuits et des rallyes Tome 1976-1977 : Le Livre d'or des circuits et des rallyes;Collectif;Solar;11 février 1994;Français;2.71
9782070551910;Le Combat de Jessica;Ann M. Martin;Gallimard;11 mars 2002;Français;0.01
9782707316264;Une saleté;Frédérique Clémençon;"Editions de Minuit; LES EDITIONS DE MINUIT";11 mars 1998;Français;3.22
9782803606313;Le Puzzle;William Vance,André-Paul Duchâteau;"Le Lombard; relie";31 janvier 1997;Français;4.86
9782277301004;La Ligne verte, tome 1 : Deux petites filles mortes;Stephen King;"J'ai lu; Texte intégral";1 novembre 1998;Français;0.01
9782950063571;Le grand jeu et le cinéma;Collectif;"Paris expérimental; 01";20 mars 2000;Français;13.24
9782729825843;Droit pénal général;Marie-Christine Sordino;"Ellipses Marketing; 2e édition";5 octobre 2005;Français;14.85
9782857046639;Les rois qui ont fait la France : Les Valois, Louis XII;Georges Bordonove;Pygmalion Editions;5 octobre 2000;Français;18.50
9782746911406;Brésil;Dominique Auzias;"Nouvelles éditions de l'université - Le Petit Futé; 4e";7 octobre 2004;Français;4.72
9782915286007;Edith : La fille au père Gassion;Hélène Darche,Linda Chaïb;Hors Commerce;1 juillet 2003;Français;1.24
9782070641406;Le labo de la météo;Lisa Regan,Bruno Porlier;Gallimard Jeunesse;15 mars 2012;Français;19.95
9782841148189;Lipp : La Brasserie;Claude Guittard,Isabelle Courty-Siré,Sonia Rykiel;Ramsay;3 octobre 2006;Français;26.16
9782857070986;Traité de la matière de la pierre des philosophes en général;Anonyme;Maisnie Tredaniel;1 janvier 1990;Français;9.33
9782012002791;Mademoiselle Wiz passe à la télévision;T. Blacker;Hachette;26 avril 2000;Français;0.79
9782950175205;Denis-Brunaud : Sa vie, son oeuvre, 1903-1985;Guy Mindeau;G. Mindeau;1986;Anglais;22.00
9782091710143;Sciences et techniques, 5e, élève, édition 1991;Perilleux;Nathan;7 mai 1991;Français;3.20
9782905158932;Sorcière;Remo Guerrini;L'Atalante;30 septembre 1993;Français;1.90
9782862600796;MEDECINS;Collectif;Editions Autrement;1 mars 1985;Français;1.90
9782853941914;Le Tourisme en France : étude régionale (Histoire et géographie économique);Guillard J., Tissier A. Attali P.;Bréal;1985;Français;11.42
9782856169186;La guerre n'a pas un visage de femme;Alexievitch Svetlana;Presses de la Renaissance;6 mai 2004;Français;22.00
9782218737565;Ribambelle CP - extrait mt serie verte;Demeulemeester;Hatier Scolaire;30 mai 2014;Français;3.84
9782207206539;Balle au bond;C. M. Cluny;Denoël;29 décembre 1981;Français;1.70
9782849413913;Nouveaux mots d'excuse : Les parents écrivent encore aux enseignants;Patrice Romain;François Bourin Editeur;21 mars 2013;Français;0.98
9782212026900;Guide pratique de la dégustation du vin;Paumard;Eyrolles;4 mai 2000;Français;1.39
9782842715304;Osez 20 histoires d'infidélité;Collectif;La Musardine;20 mai 2010;Français;3.99
9782749116822;La vengeance du djïnn;Franck HÉRIOT;Le Cherche Midi;6 mai 2010;Français;21.50
9782710120834;Sept minutes pour convaincre;Lionel Bellenger;"ESF Editeur; 2e édition";13 novembre 2009;Français;0.98
9782847730593;Mots des quatre saisons;Serge Léautier;Trois Spirales;10 mai 2011;Français;22.00
9782258085800;Les Profiteurs du développement durable;Yvan STEFANOVITCH;Presses de la Cité;1 juin 2011;Français;6.19
9782262014674;L'Eglise des premiers siècles;Vallery-Radot Maurice;Librairie Académique Perrin;28 janvier 1999;Français;3.41
9782261001453;La petite fille au kimono rouge;Collectif;Rouge et Or;8 mars 1999;Français;5.99
9782021020465;Les Malheurs de Sophie;Comtesse de segur,Sophie De la villefromoit;Seuil jeunesse;21 octobre 2010;Français;23.00
9782825120903;Une messe pour la ville d'Arras;Andrzej Szczypiorski;L'Age d'Homme;5 février 1990;Français;9.90
9782211059688;Ce qui serait bien;Caroline Grégoire;L'Ecole des loisirs;14 avril 2001;Français;12.20
9782011670731;Maths, BAC PRO tertiaire, 1re et terminale. Livre de l'élève;Collectif;Hachette;1 mai 1996;Français;1.00
9782020102506;Suite anglaise;Julien Green;Seuil;1 octobre 1988;Français;3.59
9782253157090;Les Prétendants;Cécile David-Weill;Le Livre de Poche;20 avril 2011;Français;0.98
9782700308587;La France buissonnière;Marie-Hélène Baconnet,Pierre Croissiaux;"Arthaud; GUIDE ARTHAUD";1 mai 1991;Français;2.69
9782859208172;Jimi Hendrix (aimantation);Zeno Bianu;Le castor astral;4 mars 2010;Français;12.15
9782746709898;Inventez vos loisirs ! : 500 Pistes inédites dans toute la France;Stéphanie Labé;Editions Autrement;10 mai 2007;Français;1.15
9782738112811;Au commencement était l'homme : De Toumaï à Cro-Magnon;Pascal Picq;Editions Odile Jacob;23 août 2003;Français;4.12
9782081603004;Badésirédudou;Marie-Claude Bérot;Castor Poche;18 novembre 2001;Français;2.25
9782738496317;Le Silence de la forêt : réseaux, mafias et filière bois au Cameroun;Agir ici;L'Harmattan;2000;Français;10.50
9782296542013;Seconde Revolution Cartesienne;Jean-René Vernes;Editions L'Harmattan;28 mars 2011;Français;7.50
9782350871219;L'INDE EN HERITAGE;Collectif;Héloïse d'Ormesson;20 août 2009;Français;20.00
9782130481881;L'Afrique du Nord et le Moyen-Orient dans le nouvel espace mondial;Maryse Fabries-Verfaillie;Presses Universitaires de France - PUF;1 octobre 1998;Français;30.43
9782888990130;Vive l'apéro;Stéphane-Emmanuel Berthomet;Editions de l Hebe;7 novembre 2007;Français;15.22
9782020795968;Histoire du Jazz et de la Musique Afro-Américaine;Lucien Malson;"Seuil; Nouv. éd";28 janvier 2005;Français;4.60
9782302004368;Trolls de Troy, Tome 11 : Trollympiades : Edition collector Argent;Christophe Arleston,Jean-Louis Mourier;Soleil Productions;27 août 2008;Français;19.99
9782729817909;L'histoire économique et sociale en fiches : Du XIXe siècle à nos jours;Christophe Rabu;Ellipses Marketing;3 août 2004;Français;18.30
9782843710018;ORL. Stomatologie maxillo-faciale : Formation médicale continue;Benjamin Bajer,Célia Crétolle-Vastel;Editions Estem;17 septembre 1997;Français;8.39
9782234054660;Les élixirs du diable;Ernst Theodor Amadeus Hoffmann;Stock;6 janvier 2002;Français;9.75
9782866451516;L'avenir du monde selon l'astrologie;André Barbault;Félin;16 novembre 1993;Français;1.48
9782840560005;La nature du gothique;J. Ruskin;Ensba - Ecole Nationale;1 novembre 1992;Français;35.00
9782846170543;Taichi-Chuan: La méthode des 24 et 48 postures avec applications martiales;Shou-Yu Liang,Wen-Ching Wu,Marc Gengoux;"Budo Editions; Budo Editions";1 novembre 2004;Français;18.19
9782200330057;Roosevelt et la revolution du new deal;Einaudi;Armand Colin;1 juin 1961;Français;44.99
9782070334025;Epouvante ! Tome 2 : Frankenstein le maudit;James-H Brennan;Editions Gallimard;5 décembre 2002;Français;0.65
9782244019314;Bp 100 l'alphabet des animaux;collectif;Lito;1 février 2009;Français;5.70
9782708008748;La vanguardia en Espana;J. Pérez Bazo;Ophrys Editions;2000;Français;7.74
9782070723201;La lueur des jours;Jean Grosjean;Gallimard;20 novembre 1991;Français;13.50
9782707147219;L'État à l'épreuve des sciences sociales;Philippe BEZES,Michel CHAUVIÈRE,Jacques CHEVALLIER;La Découverte;3 novembre 2005;Français;35.60
9782846121088;Saddam Hussein : Portrait total;Georges Malbrunot,Christian Chesnot;Editions 1;21 janvier 2003;Français;22.90
9782709627740;Le Marié était trop beau;Patrick de Bourgues,Valérie McGarry;Jean-Claude Lattès;8 mars 2006;Français;10.10
9782714304933;Pasteur Ephraïm Magnus;Hans-Henny Jahnn;José Corti Editions;8 mars 1999;Français;15.45
9782708968905;Les Métairies en Languedoc : Désertion et création des paysages (XVIIIe-XXe siècles);Eric Fabre,Jean-Marc Moriceau;Privat;5 juin 2008;Français;18.00
9782230008292;En voyage : en voiture Dingo !;Disney;Disney Hachette Edition;1 février 1998;Français;0.46
9782701146034;Des Américains et des armes à feu : Démocratie et violence aux Etats-Unis;Didier Combeau;Belin;12 septembre 2007;Français;27.70
9782290333082;Voleurs d'enfants;Kathleen George,Rebecca Satz;J'ai lu;17 mars 2004;Français;3.40
9782841468843;Psychosomatique et Sexualité;Kepes;Syros;4 octobre 2001;Français;2.22
9782940127016;Rosée d'Eros;Collectif;Humus;1 décembre 2010;Français;24.40
9782847545494;Guide BaLaDO Ile-de-France sans voiture 2011-2012 - 230 activités de loisirs de 1 heure à 1 journée;Gaële Arradon;"Mondéos; édition 2011-2012";8 mars 2011;Français;1.26
9782737316692;Aimer Anjou (Angl);Polette Rene;Ouest-France;27 mars 1995;Français;3.16
9782700302028;Defi : deux hommes, un 8000;Reinhold Messner;Arthaud;15 juillet 1993;Français;10.10
9782868980397;Homéopathie : Une médecine pour tous;Mourad Benabdallah;Ellebore Livre;1 mars 1998;Français;1.64
9782265079670;Chronique des vampires, tome 3 : La reine des damnés;Anne RICE,Patrice DUVIC,Anne de VOGÜE;Fleuve éditions;14 octobre 2004;Français;2.66
9782894500996;Caillou Puts Away His Toys;Claude Lapierre,CINAR Animation,Joceline Sanschagrin;Chouette Editions;octobre 2001;Anglais;1.69
9782012366688;Roses;Amanda Beales;Hachette pratique;13 février 2002;Français;1.27
9782909924915;La Religion des celtes;Joseph Vendryes;Coop Breizh;1 juillet 1997;Français;11.99
9782754019095;DES APPLIS IPHONE INCROYABLES;BOB LEVITUS;First Interactive;20 mai 2010;Français;1.05
9782213004549;Lettre aux églises;François Bluche,Pierre Chaunu;"Fayard; FAYARD.";22 décembre 1989;Français;3.49
9782226011619;Fille de Burger;Gordimer;Albin Michel;1 mai 1982;Français;5.86
9782200015930;PSYCHOLOGIE SOCIALE EXPERIMENTALE;Ewa Drozda-Senkowska;Armand Colin;11 février 1999;Français;3.36
9782070397242;Veilleurs dans la nuit;Thiollier F,Nicole Baron;Gallimard;25 mai 1988;Français;0.90
9782207600498;Aléas;Scott Baker,Hélène Collon;Denoël;16 septembre 1997;Français;3.15
9782253059578;L'album russe;Michael Ignatieff;LGF;28 février 1995;Français;1.99
9782922792195;Pierrot et le Village des fous : Trésor de Frank;Sylvie Brien;Porte Bonheur;15 janvier 2003;Français;7.75
9782245002247;L'Or du Zephyrus;Konsalik Heinz G.;Club pour vous Hachette;1975;Français;3.63
9782729827298;Gardien de la paix;Vincent Lelandais,Serge Roquetty;"Ellipses Marketing; 3e édition";17 mai 2006;Français;6.73
9782877067560;La tarte et le suppositoire;Michel Ouellebeurre;Editions de Fallois;18 janvier 2011;Français;0.81
9782702016114;Rendez-vous au sud de la Loire;Maurice Ellabert;Buchet Chastel;15 octobre 1994;Français;9.59
9782702702758;Nouveau traité de navigation, tome 2 : Navigation côtière et hauturière;Claude Asken;"Chiron; Nouv. éd";juillet 1991;Français;8.86
9782353660605;L'enfant de Bibracte, Tome 2 : Les souterrains d'Autun;Philippe Bouin,Laurent Miny;Eveil et découvertes;1 janvier 2011;Français;0.73
9782844161673;Les plus belles mouches de pêche;N. Ragonneau;Editions Artémis;5 février 2003;Français;13.64
9782738300522;Le Monde musulman...;Collectif;Albert Arnaud;20 février 1992;Français;0.70
9782810601882;Ion Exchange Resins in Uranium Hydrometallurgy;Emmanuel J Zaganiaris;Books on Demand;5 mai 2009;Anglais;16.90
9782290010273;Mensonges, mensonges;Stephen Fry;Editions 84;10 juin 2008;Français;7.30
9782909421315;Des poissons d'elevage;Daniel Aubin,Jean-baptiste De panafieu;Gulf stream éditeur;21 mai 2004;Français;12.50
9782287597527;Vertebral Metastases;Vincent Pointillard,Alain Ravaud,Jean Palussire;"Springer Editions; 2002 ed.";1 juin 2002;Anglais;185.51
9782845472075;Le crépuscule des Bourbons;Philippe Gimet;H&O;3 novembre 2010;Français;16.00
9782200248765;Le commentaire composé;Laurent Fourcaut;"Armand Colin; 3e édition";12 mai 2010;Français;9.80
9782259196529;Les Fabricants de chômage;Bernard Zimmern;Plon;24 janvier 2002;Français;1.99
9782253034599;Le poète chinois;Hermann Hesse;LGF - Livre de Poche;1996;Français;0.98
9782870097694;Percevoir : monde et langage. Invariance et variabilité du sens vécu;Jean-François Bonnot,Collectif,Jean-Pierre Durafour;Editions Mardaga;25 avril 2001;Français;30.00
9782723444491;Cendrillon et Le Loup et les 7 biquets (1 book + 1 cassette);Marlène Jobert;Atlas;27 août 2003;Français;2.62
9782745921895;Sarami : Princesse de l'enfer;Sekaiichi Asakura;Kankô;7 septembre 2006;Français;3.30
9782130516910;La Formation continue;Pierre Besnard,Bernard Lietard,Que sais-je?;"Presses Universitaires de France - PUF; 6e";15 juin 2003;Français;0.98
9782210761643;Le Der des ders;Didier Daeninckx,Jacques Tardi;Magnard;21 juin 2010;Français;6.10
9782221109243;Le guide des jolies femmes de Paris;Pierre-Louis COLIN;Robert Laffont;10 avril 2008;Français;16.50
9782013930291;Comme un poisson : L'histoire du Commandant Cousteau;Eric Puybaret,Jennifer Berne;GAUTIER-LANGUEREAU;4 mars 2009;Anglais, Français;2.59
9782845450653;Correspondance;Soren Kierkegaard,Anne-Christine Habbard;Editions des Syrtes;9 décembre 2003;Français;25.36
9782221006344;La Reine Victoria a une robe pleine de tâches, poèmes synthétiques avec sexes;Huppert et Huppert;ROBERT LAFFONT;21 février 1992;Français;8.99
9782764604236;Memoires d'un Révolutionnaire Tranquille;Castonguay Claude;Boreal;10 mai 2006;Français;1.88
9782737335884;Sapeurs-Pompiers : Le secours au quotidien;Alain Bujak;Ouest-France;1 juin 2004;Français;6.38
9782849571019;Corde raide et sac de noeuds;Charles Bottarelli;"Transbordeurs; TRansbordeurs";14 février 2008;Français;2.69
9782702497036;L'étrange mort de Néfertiti;Lynda S. Robinson;Editions du Masque;3 mai 2001;Français;8.99
9782923165233;Où va notre argent ? Une fiscalité pour les riches;ATTAC-Québec;Écosociété;18 mai 2006;Français;14.30
9782864323167;Paysage fer;Francois Bon;Editions Verdier;8 janvier 2000;Français;0.82
9782738122551;Alcool, drogues chez les jeunes : agissons;Daniel Bailly;Editions Odile Jacob;12 mars 2009;Français;22.90
9782070322862;Apologie de Socrate - Criton - Phédon;Platon,François Châtelet,Léon Robin;"Folio; 1re";12 février 1985;Français, Espagnol;8.20
9782707116550;Le monde d'Ulysse;Moses I Finley;La Découverte;11 décembre 1986;Français;4.65
9782764003992;Rire amoureusement;Paule Desgagnés;Québécor;1 novembre 2000;Français;1.00
9782853130592;Artisan de paix;Antoine Buisson;"Nouvelle Cité; Nouvelle Cité";1 janvier 1995;Français;7.64
9782732434308;Tibet : Regards de compassion;Matthieu Ricard;Editions de la Martinière;14 septembre 2006;Français;11.99
9782228904995;Petite Chronique du Ridicule : Les Français ont-ils changé depuis 1782?;Charles de Peyssonnel,Mario Pasa;Payot;13 janvier 2010;Français;6.10
9782723454193;One piece Color Walk Vol.2;ODA Eiichirô;Glénat;7 mars 2007;Français;23.45
9782723455558;Voyageur : présent, Tome 1 :;Pierre Boisserie,Eric Stalner,Marc Bourgne;Glénat;13 novembre 2008;Français;13.90
9782503514192;Teaching and Learning in Northern Europe, 1000 - 1200;Sally N, Professor Vaughn,Jay Rubenstein;"Brepols N.V.; 01";2 octobre 2006;Anglais;72.95
9782357660342;L'Empire des sciences : 200 découvertes qui vous concernent ( + ou - );Antonio Fischetti,Riss,Charb;Editions Les Echappés;7 avril 2011;Français;8.79
9782011710734;Finances publiques Catégories A et B : Fonction publique;Carine Roussel,Laurence Weil,Jean-Marc Maillot;"Hachette; édition 2010-2011";8 septembre 2010;Français;7.50
9782226182913;Mu : Le maître et les magiciennes;Alexandro Jodorowsky,Alex Lhermillier,Nelly Lhermillier;Albin Michel;4 juin 2008;Français;8.50
9782868330611;J'ai vu mon père à la télé;Cosme Brun;Chardon Bleu;2000;Français;3.68
9782753508965;Une vie à soi : Nouvelles formes de solitude au féminin;Erika Flahault;PU Rennes;3 septembre 2009;Français;18.00
9782851202659;Leurs tables;Barbara Wirth,Pascal Hinous;Editions Pratiques Automobiles;1 avril 1995;Français;40.00
9782850768040;La Sainte science, numéro 385, printemps 1996;Collectif;Atlantis;8 juin 1999;Français;7.00
9782082013383;Tout pour soigner le surpoids;Jean-Loup Dervaux;Flammarion;7 février 2005;Français;4.40
9782130454328;Le Parlement;Collectif;Presses Universitaires de France - PUF;1 février 1993;Français;2.95
9782852322769;Droit des affaires les societes;Lelong-P;Scodel;1 décembre 1991;Français;3.00
9782035770561;Revue langue française n°139 : La grammatisation du français - Qui que quoi vs qui(s) quod entre XVIe et XVIIIe siècles;Bernard Colombat;Larousse;1 septembre 2003;Français;19.90
9782091794020;Pôle commercial et organisation, terminale secrétariat (Manuel);Thierry Gonzalez;Nathan;22 juillet 2004;Français;5.63
9782501021852;Transitions à l'Est;Alain Gélédan;Marabout;1 juillet 1995;Français;0.99
9782729820602;Dictionnaire d'histoire contemporaine (1870-2001) : Comprendre le siècle de masses;Frédéric Carré,Florent Loiseau,Collectif;Ellipses Marketing;20 avril 2006;Français;35.00
9782223111978;S'entraîner pour réussir - Géométrie CM1;Daniel Bensimhon;MDI;17 février 2011;Français;20.00
9782221093641;Là où la mer commence;Dominique Demers;Robert Laffont;1 mai 2001;Français;3.08
9782070779963;Fictions philosophiques du Tchouang-tseu;Romain Graziani;Gallimard;25 mai 2006;Français;25.40
9782906284715;Tous otages de Khomeiny;Gérard Beaufils;Seguier;12 octobre 1988;Français;3.05
9782246000969;Dix ans dans la vie de Soljenitsyne;Le Gall Pierre Medvedev Jores Aleksandrovitch;B. Grasset;1974;Français;3.37
9782759504282;Free fight - New Tough Vol.19;SARUWATARI Tetsuya;Delcourt/Tonkam;7 juillet 2010;Français;7.99
9782200015039;La lexicologie;Niklas-Salminen;Armand Colin;1 décembre 1997;Français;6.10
9782222044857;Le Cadastre en France : histoire et rénovation;A. Maurin;CNRS Editions;2000;Français;29.00
9782718608389;Gorgô;Claude Louis-Combet;Editions Galilée;17 février 2011;Français;16.00
9782213013879;Moïse : images et reflets;Daniel Jérémy Silver;"Fayard; FAYARD.";1 avril 1984;Français;22.00
9782034500138;Dictionnaire arabe de base;Collectif;Larousse;1 août 1991;Français;163.54
9782738495617;Le tripyque, de Dorian Gray : essai sur l'art dans le récit d'Oscar Wilde;Marie-Noèlle Zender;L'Harmattan;1 octobre 2000;Français;12.70
9782738486257;"Le Vieux Pêcheur et ""Les Formors"" - Ar Pesketer Koz hag Ar Fomored, et autres contes (bilingue français-breton)";Hervé Danielou;Editions L'Harmattan;2000;Français;8.15
9782091716855;Step by step, BEP 1, élève;Bonnet,Piron;Nathan;7 mai 1991;Français;3.53
9782749210001;Le Coq-Héron, N° 195 : Victime, et après...;Collectif;Erès;19 février 2009;Français;12.00
9782895370970;Le Retour d Anca;Lavoie Michel;Vents Ouest Can;1 septembre 2005;Français;7.75
9782895433972;Garfield : La surprise de Noël;Scott Nickel,Garry Barker,larry Fentz;Presses Aventure;13 septembre 2006;Français;2.51
9782729103576;Femmes en noir;Eugénio de Andrade;Editions de La Différence;30 novembre 1988;Français;17.00
9782877442060;Max Jacob au sérieux: Essai;Rousselot;La Bartavelle;15 novembre 1999;Français;13.90
9782070765775;Le Débat, numéro 120, mai-août 2002;Collectif;Gallimard;30 mai 2002;Français;14.00
9782218747175;Le Horla;Guy de Maupassant,F. Rachmuhl;Hatier Parascolaire;1 avril 2004;Français;3.40
9782748196849;Destins en guerre: Tome 2;Bernard Motron;Editions Le Manuscrit / Manuscrit.com;13 août 2007;Français;31.00
9782011162854;Optimath CE2. Edition euro;Danielle Bousquet,Claudine Daniel,Alain Descaves;Hachette;11 juillet 2001;Français;6.00
